X,Y,Z,Q,A
6.578,2.002,18.3135,239.483,2
5.72,0.286,18.3135,239.483,2
4.862,2.002,18.3135,239.483,2
4.862,3.718,18.3135,239.483,0
7.436,0.286,18.3135,239.483,2
8.58,3.718,28.8975,119.242,0
6.864,2.002,28.8975,119.242,2
6.864,2.002,24.3993,54.8372,0
8.58,2.002,24.3993,54.8372,2
8.58,3.718,24.3993,54.8372,2
10.296,4.576,24.3993,54.8372,2
