X,Y,Z,Q,A
0.286,5.148,-25.4337,286.584,2
0.286,6.864,-25.4337,286.584,2
3.718,4.29,-3.2514,27.8571,0
5.434,2.574,-3.2514,27.8571,2
5.72,4.29,24.0024,570.224,2
4.004,4.29,24.0024,570.224,0
5.72,4.29,21.0036,42.6263,2
4.004,4.29,21.0036,42.6263,0
2.288,4.29,21.0036,42.6263,2
2.288,2.574,21.0036,42.6263,2
4.004,2.574,21.0036,42.6263,2
2.288,6.006,-21.9939,165.993,0
6.006,4.29,21.1359,64.5322,2
4.29,4.29,21.1359,64.5322,0
2.574,4.29,21.1359,64.5322,2
2.574,2.574,21.1359,64.5322,2
4.29,2.574,21.1359,64.5322,2
6.006,4.29,28.7211,210.67,0
4.29,4.29,-3.075,17.7085,0
6.006,2.574,-3.075,17.7085,2
2.574,6.006,-20.0094,27.966,0
6.292,4.29,21.3564,46.1765,2
4.576,4.29,21.3564,46.1765,0
2.86,4.29,21.3564,46.1765,2
2.86,2.574,21.3564,46.1765,2
4.576,2.574,21.3564,46.1765,2
4.576,4.29,-3.1191,12.5677,0
6.292,2.574,-3.1191,12.5677,2
6.578,4.29,21.5328,46.8599,2
4.862,4.29,21.5328,46.8599,0
3.146,4.29,21.5328,46.8599,2
3.146,2.574,21.5328,46.8599,2
6.578,4.29,18.4017,52.2547,2
3.146,2.574,18.4017,52.2547,2
4.862,2.574,18.4017,52.2547,2
4.862,4.29,18.4017,52.2547,0
6.864,4.29,21.7533,49.1158,2
5.148,4.29,21.7533,49.1158,0
6.864,4.29,18.4899,39.9712,2
3.432,4.29,18.4899,39.9712,2
3.432,2.574,18.4899,39.9712,2
5.148,2.574,18.4899,39.9712,2
5.148,4.29,18.4899,39.9712,0
5.434,4.004,20.8272,30.3186,0
3.718,4.004,20.8272,30.3186,2
2.002,4.004,20.8272,30.3186,2
2.002,2.288,20.8272,30.3186,2
3.718,2.288,20.8272,30.3186,2
3.718,4.004,-3.1632,18.5553,0
5.434,2.288,-3.1632,18.5553,2
2.002,5.72,-25.2132,38.9552,0
0.286,4.862,-25.2132,38.9552,2
2.288,5.72,-20.8473,135.348,0
5.72,4.004,20.9154,7.45718,2
4.004,4.004,20.9154,7.45718,0
2.288,4.004,20.9154,7.45718,2
2.288,2.288,20.9154,7.45718,2
4.004,2.288,20.9154,7.45718,2
6.006,4.004,28.8093,287.419,0
2.574,5.72,-18.5541,257.754,0
2.86,5.72,-15.5994,237.953,0
4.576,4.004,-3.2514,31.2863,0
6.292,2.288,-3.2514,31.2863,2
3.146,5.72,-12.6447,82.9846,0
6.864,4.004,20.6949,46.7087,2
5.148,4.004,20.6949,46.7087,0
3.432,4.004,20.6949,46.7087,2
3.432,2.288,20.6949,46.7087,2
5.148,2.288,20.6949,46.7087,2
3.718,3.718,-5.1477,382.548,0
5.434,2.002,-5.1477,382.548,2
4.004,3.718,-3.2073,278.123,0
5.72,2.002,-3.2073,278.123,2
2.288,5.434,-18.5982,36.5057,0
4.29,3.718,3.2754,65.8446,0
4.29,5.434,3.2754,65.8446,2
2.574,5.434,-28.8294,41.834,0
0.858,4.576,-28.8294,41.834,2
0.858,6.292,-28.8294,41.834,2
2.574,5.434,-18.6423,21.2406,0
4.29,3.718,-0.4731,59.6696,0
6.006,2.002,-0.4731,59.6696,2
2.86,5.434,-29.0058,35.0482,0
1.144,4.576,-29.0058,35.0482,2
1.144,6.292,-29.0058,35.0482,2
2.86,5.434,-14.0559,114.162,0
4.576,3.718,3.1872,9.45907,0
4.576,5.434,3.1872,9.45907,2
6.292,3.718,26.9571,4.39085,0
6.578,3.718,20.4744,52.5813,2
4.862,3.718,20.4744,52.5813,0
3.146,3.718,20.4744,52.5813,2
3.146,2.002,20.4744,52.5813,2
4.862,2.002,20.4744,52.5813,2
3.146,5.434,-11.5422,222.603,0
4.862,3.718,-3.3837,18.8274,0
6.578,2.002,-3.3837,18.8274,2
3.146,5.434,-29.0058,16.9284,0
1.43,4.576,-29.0058,16.9284,2
1.43,6.292,-29.0058,16.9284,2
3.432,5.434,-28.7853,26.3028,0
1.716,4.576,-28.7853,26.3028,2
1.716,6.292,-28.7853,26.3028,2
