X,Y,Z,Q,A
7.15,8.008,17.5197,23.0247,2
3.718,4.576,-21.3324,31.2319,0
4.004,4.576,-19.7448,287.836,0
2.288,2.86,-19.7448,287.836,2
2.288,4.576,-19.7448,287.836,2
4.862,1.144,18.8427,66.2982,2
6.578,1.144,18.8427,66.2982,2
7.436,8.008,18.8427,66.2982,2
7.436,4.576,18.8427,66.2982,2
7.436,2.86,18.8427,66.2982,0
4.862,1.144,20.2098,42.5235,2
6.578,1.144,20.2098,42.5235,0
2.288,2.86,-28.7412,10.7292,2
2.288,4.576,-28.7412,10.7292,0
7.722,8.008,18.6663,83.414,2
7.722,4.576,18.6663,83.414,2
7.722,2.86,18.6663,83.414,0
7.722,8.008,12.2718,292.512,0
6.006,6.292,-4.1334,187.04,0
5.148,1.144,19.9011,48.263,2
6.864,1.144,19.9011,48.263,0
5.148,1.144,23.0763,31.7943,0
6.006,6.292,23.0763,31.7943,2
4.29,4.576,-19.1715,98.8969,0
2.574,2.86,-32.4897,62.2218,0
2.574,2.86,-28.7853,16.8497,2
2.574,4.576,-28.7853,16.8497,0
8.008,8.008,13.1097,72.6849,0
5.434,1.144,23.1204,59.1797,2
6.292,6.292,23.1204,59.1797,2
7.15,1.144,23.1204,59.1797,0
6.292,2.86,29.6913,21.8333,0
5.434,1.144,29.6913,21.8333,2
6.292,6.292,-3.0309,25.4318,0
5.434,1.144,25.2813,8.55792,0
5.72,1.144,21.8415,40.3281,2
6.578,6.292,21.8415,40.3281,2
7.436,1.144,21.8415,40.3281,0
8.58,8.008,17.7843,24.9117,2
8.58,4.576,17.7843,24.9117,2
8.58,2.86,17.7843,24.9117,0
2.002,2.574,-22.7436,160.453,0
7.15,4.29,17.6079,16.4989,0
7.15,2.574,17.6079,16.4989,2
7.15,7.722,17.6079,16.4989,2
7.15,7.722,7.5972,37.0621,0
4.862,0.858,22.8999,53.2103,2
5.72,6.006,22.8999,53.2103,0
7.436,7.722,8.832,280.041,0
4.004,4.29,-19.7448,100.052,0
2.288,2.574,-28.7412,21.7728,2
2.288,4.29,-28.7412,21.7728,0
4.862,0.858,27.0894,2.13494,0
6.006,2.574,29.4267,204.041,0
5.148,0.858,29.4267,204.041,2
4.29,4.29,-20.4504,101.407,0
5.148,0.858,22.9881,6.30806,2
6.006,6.006,22.9881,6.30806,0
5.148,0.858,19.6806,7.34227,2
6.864,0.858,19.6806,7.34227,0
2.574,2.574,-28.7412,6.14477,2
2.574,4.29,-28.7412,6.14477,0
6.292,6.006,21.4887,101.256,2
5.434,0.858,21.4887,101.256,2
7.15,0.858,21.4887,101.256,0
6.292,2.574,29.5149,38.3201,0
5.434,0.858,29.5149,38.3201,2
5.434,0.858,19.3278,35.2417,2
7.15,0.858,19.3278,35.2417,2
8.008,7.722,19.3278,35.2417,2
8.008,4.29,19.3278,35.2417,0
8.008,2.574,19.3278,35.2417,2
5.434,0.858,24.9285,3.61066,0
5.434,0.858,23.4291,9.53165,0
5.434,0.858,25.149,6.54394,0
6.578,6.006,21.4446,30.1372,0
5.72,0.858,21.4446,30.1372,2
7.436,0.858,21.4446,30.1372,2
3.432,2.574,-23.8461,28.4619,0
7.15,7.436,6.8916,247.587,0
2.002,2.288,-22.6113,93.1392,2
2.002,4.004,-22.6113,93.1392,0
5.72,2.288,28.1478,116.69,0
4.862,0.572,28.1478,116.69,2
7.436,7.436,8.1264,29.6654,0
6.006,2.288,28.6329,80.7227,0
5.148,0.572,28.6329,80.7227,2
6.292,5.72,20.6067,205.281,2
5.434,0.572,20.6067,205.281,2
7.15,0.572,20.6067,205.281,2
8.008,7.436,20.6067,205.281,2
8.008,4.004,20.6067,205.281,0
4.576,4.004,-16.746,14.0979,0
4.576,5.72,-16.746,14.0979,2
5.72,0.572,19.4601,27.2523,2
7.436,0.572,19.4601,27.2523,2
8.294,7.436,19.4601,27.2523,2
8.294,4.004,19.4601,27.2523,0
8.294,2.288,19.4601,27.2523,2
3.432,2.288,-25.4778,175.005,2
3.432,4.004,-25.4778,175.005,0
8.58,7.436,5.0835,46.1462,0
7.15,3.718,17.7843,47.2228,0
7.15,2.002,17.7843,47.2228,2
7.15,7.15,17.7843,47.2228,2
4.862,0.286,27.3099,256.381,0
4.862,0.286,24.8844,2.28614,0
4.576,3.718,-16.746,72.1647,0
4.576,5.434,-16.746,72.1647,2
3.146,2.002,-28.212,144.293,2
3.146,3.718,-28.212,144.293,0
5.72,0.286,19.416,28.0567,2
7.436,0.286,19.416,28.0567,2
8.294,7.15,19.416,28.0567,2
8.294,3.718,19.416,28.0567,0
4.862,3.718,-13.0857,113.11,0
6.006,0.286,19.2837,37.7516,2
7.722,0.286,19.2837,37.7516,2
8.58,7.15,19.2837,37.7516,2
8.58,3.718,19.2837,37.7516,0
8.58,2.002,19.2837,37.7516,2
5.148,3.718,-11.3217,125.998,0
3.432,2.002,-26.6685,77.747,2
3.432,3.718,-26.6685,77.747,0
