X,Y,Z,Q,A
5.434,4.862,3.7164,182.879,2
2.002,4.862,-11.7627,61.4114,2
5.434,4.862,-11.7627,61.4114,0
5.434,6.578,-11.7627,61.4114,2
3.718,3.146,-11.7627,61.4114,2
5.434,3.146,-11.7627,61.4114,2
3.718,6.578,-11.7627,61.4114,2
2.002,3.146,-11.7627,61.4114,2
3.718,4.862,-11.7627,61.4114,2
2.002,4.862,-15.0261,11.4428,2
5.434,4.862,-15.0261,11.4428,0
5.434,6.578,-15.0261,11.4428,2
3.718,3.146,-15.0261,11.4428,2
5.434,3.146,-15.0261,11.4428,2
3.718,6.578,-15.0261,11.4428,2
2.002,3.146,-15.0261,11.4428,2
3.718,4.862,-15.0261,11.4428,2
4.576,10.01,-15.0261,11.4428,2
2.002,4.862,-8.0583,14.866,2
5.434,4.862,-8.0583,14.866,0
5.434,6.578,-8.0583,14.866,2
2.002,4.862,-5.2359,18.7911,0
2.288,4.862,-10.6602,164.693,2
5.72,4.862,-10.6602,164.693,0
5.72,6.578,-10.6602,164.693,2
4.004,3.146,-10.6602,164.693,2
5.72,3.146,-10.6602,164.693,2
4.004,6.578,-10.6602,164.693,2
2.288,3.146,-10.6602,164.693,2
4.004,4.862,-10.6602,164.693,2
7.436,4.862,5.4363,89.8612,0
9.152,4.004,5.4363,89.8612,2
9.152,5.72,5.4363,89.8612,2
5.72,4.862,5.4363,89.8612,2
2.288,4.862,-15.0261,25.6738,2
5.72,4.862,-15.0261,25.6738,2
5.72,6.578,-15.0261,25.6738,2
4.004,3.146,-15.0261,25.6738,2
5.72,3.146,-15.0261,25.6738,2
4.004,6.578,-15.0261,25.6738,2
2.288,3.146,-15.0261,25.6738,2
4.004,4.862,-15.0261,25.6738,0
4.862,10.01,-15.0261,25.6738,2
2.288,4.862,-8.0583,17.2731,2
5.72,4.862,-8.0583,17.2731,0
5.72,6.578,-8.0583,17.2731,2
2.288,4.862,-4.6185,11.2795,0
2.288,4.862,-16.0404,7.16083,2
5.72,6.578,-16.0404,7.16083,2
4.004,3.146,-16.0404,7.16083,2
4.004,6.578,-16.0404,7.16083,2
2.288,3.146,-16.0404,7.16083,2
4.004,4.862,-16.0404,7.16083,0
4.862,10.01,-16.0404,7.16083,2
5.72,3.146,-16.0404,7.16083,2
9.152,5.72,20.5185,4.92912,0
7.436,8.294,20.5185,4.92912,2
7.436,6.578,20.5185,4.92912,2
2.574,4.862,-10.2192,220.976,2
6.006,4.862,-10.2192,220.976,0
6.006,6.578,-10.2192,220.976,2
4.29,3.146,-10.2192,220.976,2
6.006,3.146,-10.2192,220.976,2
2.574,4.862,-11.4981,21.6216,2
6.006,4.862,-11.4981,21.6216,2
6.006,6.578,-11.4981,21.6216,2
4.29,3.146,-11.4981,21.6216,2
6.006,3.146,-11.4981,21.6216,2
4.29,6.578,-11.4981,21.6216,2
2.574,3.146,-11.4981,21.6216,2
4.29,4.862,-11.4981,21.6216,0
9.438,7.436,21.5769,25.9217,2
9.438,5.72,21.5769,25.9217,0
7.722,8.294,21.5769,25.9217,2
7.722,6.578,21.5769,25.9217,2
2.574,4.862,-14.0118,8.50954,2
6.006,4.862,-14.0118,8.50954,2
6.006,6.578,-14.0118,8.50954,2
4.29,3.146,-14.0118,8.50954,2
6.006,3.146,-14.0118,8.50954,2
4.29,6.578,-14.0118,8.50954,2
2.574,3.146,-14.0118,8.50954,2
4.29,4.862,-14.0118,8.50954,0
6.006,8.294,26.0751,13.3842,2
9.438,7.436,26.0751,13.3842,2
9.438,5.72,26.0751,13.3842,0
7.722,8.294,26.0751,13.3842,2
2.574,4.862,-4.6185,10.3723,0
9.724,7.436,21.7092,106.79,2
9.724,5.72,21.7092,106.79,0
8.008,8.294,21.7092,106.79,2
8.008,6.578,21.7092,106.79,2
2.86,4.862,-8.7639,160.199,2
6.292,4.862,-8.7639,160.199,0
6.292,6.578,-8.7639,160.199,2
4.576,3.146,-8.7639,160.199,2
9.724,5.72,12.6246,124.214,2
8.008,8.294,12.6246,124.214,2
8.008,4.862,12.6246,124.214,0
9.724,4.004,12.6246,124.214,2
2.86,4.862,-6.3825,34.8909,0
2.86,4.862,-13.9236,25.0206,2
6.292,4.862,-13.9236,25.0206,2
6.292,6.578,-13.9236,25.0206,2
4.576,3.146,-13.9236,25.0206,2
6.292,3.146,-13.9236,25.0206,2
4.576,6.578,-13.9236,25.0206,2
2.86,3.146,-13.9236,25.0206,2
4.576,4.862,-13.9236,25.0206,0
4.576,6.578,-20.8914,11.8117,0
10.01,7.436,20.9595,132.191,2
10.01,5.72,20.9595,132.191,2
8.294,8.294,20.9595,132.191,2
8.294,6.578,20.9595,132.191,0
3.146,4.862,-13.4826,99.1025,2
6.578,4.862,-13.4826,99.1025,2
6.578,6.578,-13.4826,99.1025,2
4.862,3.146,-13.4826,99.1025,2
6.578,3.146,-13.4826,99.1025,2
4.862,6.578,-13.4826,99.1025,2
3.146,3.146,-13.4826,99.1025,2
4.862,4.862,-13.4826,99.1025,0
3.146,4.862,-5.6769,86.3957,0
10.01,5.72,12.5805,32.1512,2
8.294,8.294,12.5805,32.1512,2
8.294,4.862,12.5805,32.1512,0
10.01,4.004,12.5805,32.1512,2
3.146,8.294,-31.4313,21.2829,0
10.01,5.72,14.0799,15.622,2
8.294,8.294,14.0799,15.622,2
8.294,4.862,14.0799,15.622,0
10.01,4.004,14.0799,15.622,2
3.432,4.862,-12.6006,126.077,2
6.864,4.862,-12.6006,126.077,2
6.864,6.578,-12.6006,126.077,2
5.148,3.146,-12.6006,126.077,2
6.864,3.146,-12.6006,126.077,2
5.148,6.578,-12.6006,126.077,2
3.432,3.146,-12.6006,126.077,2
5.148,4.862,-12.6006,126.077,0
3.432,4.862,-5.4564,51.8314,0
3.432,4.862,-15.0261,18.7488,2
6.864,4.862,-15.0261,18.7488,2
6.864,6.578,-15.0261,18.7488,2
5.148,3.146,-15.0261,18.7488,2
6.864,3.146,-15.0261,18.7488,2
5.148,6.578,-15.0261,18.7488,2
3.432,3.146,-15.0261,18.7488,2
5.148,4.862,-15.0261,18.7488,0
6.006,10.01,-15.0261,18.7488,2
10.296,7.436,25.8546,12.4528,2
10.296,5.72,25.8546,12.4528,0
8.58,8.294,25.8546,12.4528,2
2.002,4.576,-11.9832,161.736,2
5.434,4.576,-11.9832,161.736,0
5.434,6.292,-11.9832,161.736,2
3.718,2.86,-11.9832,161.736,2
5.434,2.86,-11.9832,161.736,2
3.718,6.292,-11.9832,161.736,2
2.002,2.86,-11.9832,161.736,2
3.718,4.576,-11.9832,161.736,2
3.718,6.292,-21.2883,34.3345,0
5.434,4.576,-1.0023,31.0807,0
2.002,4.576,-4.7949,9.74333,0
2.288,4.576,-11.3217,98.9937,2
5.72,4.576,-11.3217,98.9937,0
5.72,6.292,-11.3217,98.9937,2
4.004,2.86,-11.3217,98.9937,2
5.72,2.86,-11.3217,98.9937,2
4.004,6.292,-11.3217,98.9937,2
2.288,2.86,-11.3217,98.9937,2
4.004,4.576,-11.3217,98.9937,2
2.288,4.576,-16.0845,53.3131,2
5.72,4.576,-16.0845,53.3131,2
5.72,6.292,-16.0845,53.3131,2
4.004,2.86,-16.0845,53.3131,2
4.004,6.292,-16.0845,53.3131,2
2.288,2.86,-16.0845,53.3131,2
4.004,4.576,-16.0845,53.3131,0
4.862,9.724,-16.0845,53.3131,2
5.72,2.86,-16.0845,53.3131,2
4.004,6.292,-21.1119,38.1387,0
2.288,4.576,-4.6185,10.8743,0
5.72,4.576,-0.6936,10.6082,0
5.72,8.008,26.031,9.06595,2
9.152,7.15,26.031,9.06595,2
9.152,5.434,26.031,9.06595,0
7.436,8.008,26.031,9.06595,2
2.574,4.576,-16.0845,53.8332,2
6.006,4.576,-16.0845,53.8332,2
6.006,6.292,-16.0845,53.8332,2
4.29,2.86,-16.0845,53.8332,2
4.29,6.292,-16.0845,53.8332,2
2.574,2.86,-16.0845,53.8332,2
4.29,4.576,-16.0845,53.8332,0
5.148,9.724,-16.0845,53.8332,2
6.006,2.86,-16.0845,53.8332,2
2.574,4.576,-6.2061,19.281,0
2.574,4.576,-10.3515,21.0168,2
6.006,4.576,-10.3515,21.0168,0
6.006,6.292,-10.3515,21.0168,2
4.29,2.86,-10.3515,21.0168,2
6.006,2.86,-10.3515,21.0168,2
6.006,4.576,-0.2085,7.62048,0
9.724,5.434,12.6687,180.484,2
8.008,8.008,12.6687,180.484,2
8.008,4.576,12.6687,180.484,0
9.724,3.718,12.6687,180.484,2
9.724,7.15,22.1502,63.7338,2
9.724,5.434,22.1502,63.7338,2
8.008,8.008,22.1502,63.7338,2
8.008,6.292,22.1502,63.7338,0
2.86,4.576,-6.0297,39.6325,0
9.724,7.15,26.0751,6.25363,2
9.724,5.434,26.0751,6.25363,0
8.008,8.008,26.0751,6.25363,2
10.01,5.434,13.4625,262.205,2
8.294,8.008,13.4625,262.205,2
8.294,4.576,13.4625,262.205,0
10.01,3.718,13.4625,262.205,2
10.01,7.15,22.503,70.308,2
10.01,5.434,22.503,70.308,2
8.294,8.008,22.503,70.308,2
8.294,6.292,22.503,70.308,0
6.578,4.576,-1.752,51.2628,0
3.146,8.008,-31.1667,21.168,0
3.146,4.576,-14.8056,42.1364,2
6.578,4.576,-14.8056,42.1364,2
6.578,6.292,-14.8056,42.1364,2
4.862,2.86,-14.8056,42.1364,2
6.578,2.86,-14.8056,42.1364,2
4.862,6.292,-14.8056,42.1364,2
3.146,2.86,-14.8056,42.1364,2
4.862,4.576,-14.8056,42.1364,0
5.72,9.724,-14.8056,42.1364,2
3.146,4.576,-4.6185,12.0234,0
10.01,7.15,25.2372,15.8216,2
10.01,5.434,25.2372,15.8216,0
8.294,8.008,25.2372,15.8216,2
10.296,5.434,15.0501,256.562,2
8.58,8.008,15.0501,256.562,2
8.58,4.576,15.0501,256.562,0
10.296,3.718,15.0501,256.562,2
6.864,8.008,26.3838,129.681,2
8.58,8.008,26.3838,129.681,2
10.296,7.15,26.3838,129.681,2
10.296,5.434,26.3838,129.681,0
6.864,4.576,-1.3551,45.7894,0
3.432,4.576,-13.6149,158.839,2
6.864,4.576,-13.6149,158.839,2
6.864,6.292,-13.6149,158.839,2
5.148,2.86,-13.6149,158.839,2
6.864,2.86,-13.6149,158.839,2
5.148,6.292,-13.6149,158.839,2
3.432,2.86,-13.6149,158.839,2
5.148,4.576,-13.6149,158.839,0
6.006,9.724,-13.6149,158.839,2
3.432,4.576,-4.839,8.08013,0
7.15,4.29,6.9798,136.147,0
8.866,3.432,6.9798,136.147,2
8.866,5.148,6.9798,136.147,2
5.434,4.29,6.9798,136.147,2
3.718,6.006,-21.2883,108.773,0
2.002,4.29,-21.2883,108.773,2
2.002,6.006,-21.2883,108.773,2
5.434,4.29,-0.9141,26.339,0
2.002,4.29,-6.6471,8.07408,0
2.002,4.29,-4.6185,8.6305,0
7.436,7.722,7.068,328.757,2
7.436,4.29,7.068,328.757,0
9.152,3.432,7.068,328.757,2
9.152,5.148,7.068,328.757,2
5.72,4.29,7.068,328.757,2
2.288,4.29,-6.5148,71.9833,0
5.72,4.29,-0.6936,34.147,0
2.288,4.29,-15.3348,26.339,2
5.72,4.29,-15.3348,26.339,2
5.72,6.006,-15.3348,26.339,2
4.004,2.574,-15.3348,26.339,2
4.004,6.006,-15.3348,26.339,2
2.288,2.574,-15.3348,26.339,2
4.004,4.29,-15.3348,26.339,0
4.862,9.438,-15.3348,26.339,2
5.72,2.574,-15.3348,26.339,2
4.004,6.006,-20.9355,68.0461,0
6.006,7.722,29.0298,104.878,2
7.722,7.722,29.0298,104.878,0
7.722,7.722,10.3755,270.231,2
7.722,4.29,10.3755,270.231,0
9.438,3.432,10.3755,270.231,2
9.438,5.148,10.3755,270.231,2
6.006,4.29,10.3755,270.231,2
6.006,6.006,-17.8926,105.078,2
6.006,2.574,-17.8926,105.078,2
4.29,6.006,-17.8926,105.078,0
9.438,5.148,-0.3408,49.3396,2
6.006,4.29,-0.3408,49.3396,0
9.438,5.148,3.4077,46.4486,2
6.006,4.29,3.4077,46.4486,0
7.722,4.29,3.4077,46.4486,2
4.29,6.006,-20.8473,24.2585,0
2.574,4.29,-6.2502,29.3388,0
9.438,6.864,20.8713,20.1156,2
9.438,5.148,20.8713,20.1156,2
7.722,7.722,20.8713,20.1156,2
7.722,6.006,20.8713,20.1156,0
2.574,4.29,-15.0261,2.96957,2
6.006,4.29,-15.0261,2.96957,2
6.006,6.006,-15.0261,2.96957,2
4.29,2.574,-15.0261,2.96957,2
4.29,6.006,-15.0261,2.96957,2
2.574,2.574,-15.0261,2.96957,2
4.29,4.29,-15.0261,2.96957,0
5.148,9.438,-15.0261,2.96957,2
6.006,2.574,-15.0261,2.96957,2
9.724,5.148,10.3314,178.924,2
8.008,7.722,10.3314,178.924,2
8.008,4.29,10.3314,178.924,0
9.724,3.432,10.3314,178.924,2
9.724,6.864,22.2825,261.715,2
9.724,5.148,22.2825,261.715,2
8.008,7.722,22.2825,261.715,2
8.008,6.006,22.2825,261.715,0
6.292,7.722,29.559,61.5989,2
8.008,7.722,29.559,61.5989,0
9.724,5.148,2.2611,140.513,2
6.292,4.29,2.2611,140.513,0
8.008,4.29,2.2611,140.513,2
2.86,4.29,-16.746,107.37,2
6.292,4.29,-16.746,107.37,2
6.292,6.006,-16.746,107.37,2
4.576,2.574,-16.746,107.37,2
4.576,6.006,-16.746,107.37,2
2.86,2.574,-16.746,107.37,2
4.576,4.29,-16.746,107.37,0
5.434,9.438,-16.746,107.37,2
6.292,2.574,-16.746,107.37,2
9.724,5.148,0.1443,35.8102,2
6.292,4.29,0.1443,35.8102,0
2.86,4.29,-4.6185,1.61482,0
9.724,6.864,24.7962,3.55622,0
9.724,5.148,24.7962,3.55622,2
8.008,7.722,24.7962,3.55622,2
10.01,6.864,24.0465,498.821,2
10.01,5.148,24.0465,498.821,2
8.294,7.722,24.0465,498.821,2
8.294,6.006,24.0465,498.821,0
10.01,5.148,0.6735,120.222,2
6.578,4.29,0.6735,120.222,0
3.146,4.29,-15.6876,93.2662,2
6.578,4.29,-15.6876,93.2662,2
6.578,6.006,-15.6876,93.2662,2
4.862,2.574,-15.6876,93.2662,2
6.578,2.574,-15.6876,93.2662,2
4.862,6.006,-15.6876,93.2662,2
3.146,2.574,-15.6876,93.2662,2
4.862,4.29,-15.6876,93.2662,0
5.72,9.438,-15.6876,93.2662,2
3.146,7.722,-30.9462,43.467,0
6.578,4.29,-1.9725,16.3417,0
6.864,4.29,-1.8843,69.4492,0
10.296,6.864,23.7378,49.3577,0
10.296,5.148,23.7378,49.3577,2
8.58,7.722,23.7378,49.3577,2
10.296,5.148,1.5555,87.3271,2
6.864,4.29,1.5555,87.3271,0
8.58,4.29,1.5555,87.3271,2
6.864,7.722,25.4577,50.3133,2
8.58,7.722,25.4577,50.3133,2
10.296,6.864,25.4577,50.3133,0
10.296,5.148,25.4577,50.3133,2
5.148,6.006,-23.4051,117.228,2
3.432,4.29,-23.4051,117.228,0
3.432,6.006,-23.4051,117.228,2
3.432,4.29,-7.485,14.5636,0
3.432,7.722,-30.3729,21.676,0
8.58,4.29,5.6127,13.5294,2
10.296,3.432,5.6127,13.5294,2
10.296,5.148,5.6127,13.5294,2
6.864,4.29,5.6127,13.5294,0
3.432,4.29,-14.1441,21.9119,2
6.864,4.29,-14.1441,21.9119,2
6.864,6.006,-14.1441,21.9119,2
5.148,2.574,-14.1441,21.9119,2
6.864,2.574,-14.1441,21.9119,2
5.148,6.006,-14.1441,21.9119,2
3.432,2.574,-14.1441,21.9119,2
5.148,4.29,-14.1441,21.9119,0
6.006,9.438,-14.1441,21.9119,2
3.432,4.29,-4.6185,5.53392,0
2.002,4.004,-15.4671,120.119,2
5.434,4.004,-15.4671,120.119,0
5.434,5.72,-15.4671,120.119,2
3.718,2.288,-15.4671,120.119,2
5.434,2.288,-15.4671,120.119,2
3.718,5.72,-15.4671,120.119,2
2.002,2.288,-15.4671,120.119,2
3.718,4.004,-15.4671,120.119,2
4.576,9.152,-15.4671,120.119,2
5.434,7.436,27.5745,59.0043,2
7.15,7.436,27.5745,59.0043,0
8.866,4.862,16.8582,123.518,0
7.15,7.436,16.8582,123.518,2
7.15,4.004,16.8582,123.518,2
8.866,3.146,16.8582,123.518,2
7.15,4.004,6.1419,104.134,0
8.866,3.146,6.1419,104.134,2
8.866,4.862,6.1419,104.134,2
5.434,4.004,6.1419,104.134,2
3.718,5.72,-21.0237,107.177,0
2.002,4.004,-4.6185,6.08429,0
2.288,4.004,-15.3348,112.977,2
5.72,4.004,-15.3348,112.977,2
5.72,5.72,-15.3348,112.977,2
4.004,2.288,-15.3348,112.977,2
4.004,5.72,-15.3348,112.977,2
2.288,2.288,-15.3348,112.977,2
4.004,4.004,-15.3348,112.977,0
4.862,9.152,-15.3348,112.977,2
5.72,2.288,-15.3348,112.977,2
5.72,7.436,27.795,288.115,2
7.436,7.436,27.795,288.115,2
9.152,6.578,27.795,288.115,0
9.152,4.862,27.795,288.115,2
9.152,4.862,17.8284,257.947,2
7.436,7.436,17.8284,257.947,2
7.436,5.72,17.8284,257.947,0
7.436,4.004,17.8284,257.947,2
7.436,4.004,7.2885,116.333,0
9.152,3.146,7.2885,116.333,2
9.152,4.862,7.2885,116.333,2
5.72,4.004,7.2885,116.333,2
7.436,7.436,10.4196,38.5923,2
7.436,4.004,10.4196,38.5923,0
9.152,3.146,10.4196,38.5923,2
5.72,5.72,-17.4957,29.0788,0
4.004,5.72,-19.8771,97.2881,0
2.288,4.004,-3.9129,3.74976,0
6.006,7.436,28.1478,466.373,2
7.722,7.436,28.1478,466.373,2
9.438,6.578,28.1478,466.373,0
9.438,4.862,28.1478,466.373,2
9.438,6.578,19.8129,220.921,2
9.438,4.862,19.8129,220.921,2
7.722,7.436,19.8129,220.921,2
7.722,5.72,19.8129,220.921,0
7.722,4.004,4.3338,209.182,2
9.438,3.146,4.3338,209.182,2
9.438,4.862,4.3338,209.182,2
6.006,4.004,4.3338,209.182,0
7.722,4.004,7.2003,38.0843,0
9.438,3.146,7.2003,38.0843,2
9.438,4.862,7.2003,38.0843,2
6.006,4.004,7.2003,38.0843,2
7.722,7.436,10.4196,30.2944,2
7.722,4.004,10.4196,30.2944,0
9.438,3.146,10.4196,30.2944,2
2.574,4.004,-15.0702,16.8921,2
6.006,4.004,-15.0702,16.8921,2
6.006,5.72,-15.0702,16.8921,2
4.29,2.288,-15.0702,16.8921,2
6.006,2.288,-15.0702,16.8921,2
4.29,5.72,-15.0702,16.8921,2
2.574,2.288,-15.0702,16.8921,2
4.29,4.004,-15.0702,16.8921,0
5.148,9.152,-15.0702,16.8921,2
6.006,5.72,-18.3777,23.8473,2
4.29,5.72,-18.3777,23.8473,0
2.574,4.004,-4.6185,0.949536,0
9.724,6.578,24.5757,134.096,0
9.724,4.862,24.5757,134.096,2
8.008,7.436,24.5757,134.096,2
2.86,4.004,-14.6292,100.028,2
6.292,4.004,-14.6292,100.028,2
6.292,5.72,-14.6292,100.028,2
4.576,2.288,-14.6292,100.028,2
6.292,2.288,-14.6292,100.028,2
4.576,5.72,-14.6292,100.028,2
2.86,2.288,-14.6292,100.028,2
4.576,4.004,-14.6292,100.028,0
5.434,9.152,-14.6292,100.028,2
9.724,4.862,1.6437,90.8591,2
6.292,4.004,1.6437,90.8591,0
8.008,4.004,1.6437,90.8591,2
2.86,7.436,-32.5338,24.6758,0
2.86,4.004,-4.6185,6.01171,0
9.724,6.578,21.3123,17.9807,2
9.724,4.862,21.3123,17.9807,2
8.008,7.436,21.3123,17.9807,2
8.008,5.72,21.3123,17.9807,0
6.578,7.436,27.0894,122.841,2
8.294,7.436,27.0894,122.841,2
10.01,6.578,27.0894,122.841,0
10.01,4.862,27.0894,122.841,2
10.01,6.578,24.4875,129.79,0
10.01,4.862,24.4875,129.79,2
8.294,7.436,24.4875,129.79,2
8.294,4.004,3.1431,218.605,2
10.01,4.862,3.1431,218.605,2
6.578,4.004,3.1431,218.605,0
3.146,4.004,-13.8795,82.0411,2
6.578,4.004,-13.8795,82.0411,2
6.578,5.72,-13.8795,82.0411,2
4.862,2.288,-13.8795,82.0411,2
6.578,2.288,-13.8795,82.0411,2
4.862,5.72,-13.8795,82.0411,2
3.146,2.288,-13.8795,82.0411,2
4.862,4.004,-13.8795,82.0411,0
3.146,4.004,-25.3014,89.4076,0
3.146,5.72,-25.3014,89.4076,2
3.146,7.436,-29.5791,38.931,0
3.146,7.436,-32.2251,15.8276,0
10.01,4.862,18.1812,12.5919,2
8.294,7.436,18.1812,12.5919,0
8.58,4.004,4.8189,346.296,2
10.296,3.146,4.8189,346.296,2
10.296,4.862,4.8189,346.296,2
6.864,4.004,4.8189,346.296,0
3.432,4.004,-23.7579,108.737,0
3.432,5.72,-23.7579,108.737,2
10.296,4.862,18.1371,26.9257,2
8.58,7.436,18.1371,26.9257,0
8.58,4.004,18.1371,26.9257,2
3.432,7.436,-29.7555,34.8546,0
6.864,4.004,-1.8843,10.711,0
3.432,4.004,-15.2907,6.58022,2
6.864,4.004,-15.2907,6.58022,2
6.864,5.72,-15.2907,6.58022,2
5.148,2.288,-15.2907,6.58022,2
5.148,5.72,-15.2907,6.58022,2
3.432,2.288,-15.2907,6.58022,2
5.148,4.004,-15.2907,6.58022,0
6.006,9.152,-15.2907,6.58022,2
6.864,2.288,-15.2907,6.58022,2
3.432,4.004,-4.6185,4.05216,0
