X,Y,Z,Q,A
4.862,3.432,27.2217,309.283,2
3.146,5.148,27.2217,309.283,0
1.43,4.29,27.2217,309.283,2
8.294,8.58,27.2217,309.283,2
1.43,6.006,27.2217,309.283,2
3.146,6.864,27.2217,309.283,2
3.146,8.58,27.2217,309.283,2
7.436,10.296,27.2217,309.283,2
8.294,5.148,27.2217,309.283,2
10.01,7.722,27.2217,309.283,2
8.294,5.148,23.1204,71.3422,0
10.01,7.722,23.1204,71.3422,2
8.294,8.58,23.1204,71.3422,2
5.72,10.296,23.1204,71.3422,2
8.294,6.864,23.1204,71.3422,2
10.01,4.29,23.1204,71.3422,2
10.01,6.006,23.1204,71.3422,2
3.146,6.864,2.217,48.2872,2
4.862,6.864,2.217,48.2872,0
3.146,5.148,2.217,48.2872,2
10.01,6.006,13.2861,71.5116,2
10.01,7.722,13.2861,71.5116,2
6.578,8.58,13.2861,71.5116,0
10.01,4.29,13.2861,71.5116,2
4.004,10.296,13.2861,71.5116,2
6.578,3.432,29.4267,20.0249,2
3.146,3.432,29.4267,20.0249,2
4.862,3.432,29.4267,20.0249,2
3.146,5.148,29.4267,20.0249,0
1.43,4.29,29.4267,20.0249,2
8.294,8.58,29.4267,20.0249,2
3.146,5.148,-17.2311,30.5303,0
3.146,3.432,-17.2311,30.5303,2
4.862,6.864,-33.6363,10.3965,0
6.864,3.432,27.9714,209.485,2
3.432,3.432,27.9714,209.485,2
5.148,3.432,27.9714,209.485,2
3.432,5.148,27.9714,209.485,0
1.716,4.29,27.9714,209.485,2
8.58,8.58,27.9714,209.485,2
1.716,6.006,27.9714,209.485,2
3.432,6.864,27.9714,209.485,2
3.432,8.58,27.9714,209.485,2
7.722,10.296,27.9714,209.485,2
8.58,5.148,27.9714,209.485,2
10.296,6.006,12.4482,55.8593,2
10.296,7.722,12.4482,55.8593,2
6.864,8.58,12.4482,55.8593,0
10.296,4.29,12.4482,55.8593,2
4.29,10.296,12.4482,55.8593,2
4.29,10.296,9.8463,47.7732,0
5.148,6.864,-33.4599,72.5397,0
3.432,6.864,2.4375,9.3865,2
5.148,6.864,2.4375,9.3865,0
3.432,5.148,2.4375,9.3865,2
10.296,6.006,13.5948,4.25779,2
10.296,7.722,13.5948,4.25779,2
6.864,8.58,13.5948,4.25779,0
10.296,4.29,13.5948,4.25779,2
4.29,10.296,13.5948,4.25779,2
2.002,3.146,25.7664,113.872,2
3.718,3.146,25.7664,113.872,2
2.002,4.862,25.7664,113.872,2
0.286,4.004,25.7664,113.872,2
7.15,8.294,25.7664,113.872,2
0.286,5.72,25.7664,113.872,2
2.002,6.578,25.7664,113.872,2
2.002,8.294,25.7664,113.872,2
6.292,10.01,25.7664,113.872,2
7.15,4.862,25.7664,113.872,0
8.866,7.436,25.7664,113.872,2
8.866,5.72,12.8892,80.6682,2
8.866,7.436,12.8892,80.6682,2
5.434,8.294,12.8892,80.6682,0
8.866,4.004,12.8892,80.6682,2
2.86,10.01,12.8892,80.6682,2
8.866,5.72,18.4017,14.358,0
7.15,4.862,21.1359,5.08637,0
4.576,10.01,21.1359,5.08637,2
8.866,4.004,21.1359,5.08637,2
8.866,5.72,21.1359,5.08637,2
5.434,8.294,21.1359,5.08637,2
7.436,4.862,20.2539,47.5131,0
4.862,10.01,20.2539,47.5131,2
9.152,4.004,20.2539,47.5131,2
9.152,5.72,20.2539,47.5131,2
5.72,8.294,20.2539,47.5131,2
9.152,5.72,13.1979,50.5008,2
9.152,7.436,13.1979,50.5008,2
5.72,8.294,13.1979,50.5008,0
9.152,4.004,13.1979,50.5008,2
3.146,10.01,13.1979,50.5008,2
2.288,3.146,27.0453,43.6242,2
4.004,3.146,27.0453,43.6242,2
2.288,4.862,27.0453,43.6242,2
0.572,4.004,27.0453,43.6242,2
7.436,8.294,27.0453,43.6242,2
0.572,5.72,27.0453,43.6242,2
2.288,6.578,27.0453,43.6242,2
2.288,8.294,27.0453,43.6242,2
6.578,10.01,27.0453,43.6242,2
7.436,4.862,27.0453,43.6242,0
9.152,7.436,27.0453,43.6242,2
5.72,3.146,29.6472,24.7847,0
2.288,3.146,29.6472,24.7847,2
4.004,3.146,29.6472,24.7847,2
2.288,4.862,29.6472,24.7847,2
0.572,4.004,29.6472,24.7847,2
6.006,3.146,27.0012,42.6324,2
2.574,3.146,27.0012,42.6324,2
4.29,3.146,27.0012,42.6324,2
2.574,4.862,27.0012,42.6324,2
0.858,4.004,27.0012,42.6324,2
7.722,8.294,27.0012,42.6324,2
0.858,5.72,27.0012,42.6324,2
2.574,6.578,27.0012,42.6324,2
2.574,8.294,27.0012,42.6324,2
6.864,10.01,27.0012,42.6324,2
7.722,4.862,27.0012,42.6324,0
9.438,7.436,27.0012,42.6324,2
2.574,4.862,-17.1429,29.732,0
2.574,3.146,-17.1429,29.732,2
7.722,4.862,20.1657,23.2001,0
5.148,10.01,20.1657,23.2001,2
9.438,4.004,20.1657,23.2001,2
9.438,5.72,20.1657,23.2001,2
6.006,8.294,20.1657,23.2001,2
2.574,6.578,5.4363,15.9486,2
7.722,3.146,5.4363,15.9486,2
4.29,6.578,5.4363,15.9486,0
4.29,4.862,-22.8759,12.7734,0
2.574,4.862,24.4434,5.8968,2
7.722,4.862,24.4434,5.8968,0
9.438,7.436,24.4434,5.8968,2
7.722,8.294,24.4434,5.8968,2
5.148,10.01,24.4434,5.8968,2
7.722,6.578,24.4434,5.8968,2
9.724,5.72,16.4172,457.326,2
6.292,6.578,16.4172,457.326,0
1.144,7.436,16.4172,457.326,2
9.724,7.436,16.4172,457.326,2
6.292,8.294,16.4172,457.326,2
9.724,4.004,16.4172,457.326,2
2.86,4.862,-17.8926,55.1396,0
2.86,3.146,-17.8926,55.1396,2
3.146,3.146,25.5018,97.4756,2
4.862,3.146,25.5018,97.4756,2
3.146,4.862,25.5018,97.4756,0
1.43,4.004,25.5018,97.4756,2
1.43,5.72,25.5018,97.4756,2
3.146,6.578,25.5018,97.4756,2
3.146,8.294,25.5018,97.4756,2
8.294,4.862,25.5018,97.4756,2
10.01,7.436,25.5018,97.4756,2
8.294,8.294,25.5018,97.4756,2
8.294,4.862,18.975,434.827,2
5.72,10.01,18.975,434.827,2
10.01,4.004,18.975,434.827,2
10.01,5.72,18.975,434.827,2
6.578,8.294,18.975,434.827,2
6.578,6.578,18.975,434.827,0
8.294,4.862,23.1204,48.5231,0
10.01,7.436,23.1204,48.5231,2
8.294,8.294,23.1204,48.5231,2
5.72,10.01,23.1204,48.5231,2
8.294,6.578,23.1204,48.5231,2
10.01,4.004,23.1204,48.5231,2
10.01,5.72,23.1204,48.5231,2
6.578,3.146,29.6472,48.9948,2
3.146,3.146,29.6472,48.9948,2
4.862,3.146,29.6472,48.9948,2
3.146,4.862,29.6472,48.9948,0
1.43,4.004,29.6472,48.9948,2
3.146,4.862,-17.4957,25.3714,0
3.146,3.146,-17.4957,25.3714,2
10.01,5.72,13.1097,10.1667,2
10.01,7.436,13.1097,10.1667,2
6.578,8.294,13.1097,10.1667,0
10.01,4.004,13.1097,10.1667,2
4.004,10.01,13.1097,10.1667,2
6.864,3.146,28.6329,84.0914,2
3.432,3.146,28.6329,84.0914,2
5.148,3.146,28.6329,84.0914,2
3.432,4.862,28.6329,84.0914,0
1.716,4.004,28.6329,84.0914,2
8.58,8.294,28.6329,84.0914,2
1.716,5.72,28.6329,84.0914,2
3.432,6.578,28.6329,84.0914,2
3.432,8.294,28.6329,84.0914,2
7.722,10.01,28.6329,84.0914,2
10.296,5.72,12.7569,18.4283,2
10.296,7.436,12.7569,18.4283,2
6.864,8.294,12.7569,18.4283,0
10.296,4.004,12.7569,18.4283,2
4.29,10.01,12.7569,18.4283,2
8.58,4.862,20.1216,28.4377,2
6.006,10.01,20.1216,28.4377,2
10.296,4.004,20.1216,28.4377,2
10.296,5.72,20.1216,28.4377,2
6.864,8.294,20.1216,28.4377,0
3.432,3.146,25.7223,8.38253,2
5.148,3.146,25.7223,8.38253,2
3.432,4.862,25.7223,8.38253,0
1.716,4.004,25.7223,8.38253,2
1.716,5.72,25.7223,8.38253,2
3.432,6.578,25.7223,8.38253,2
3.432,8.294,25.7223,8.38253,2
8.58,4.862,25.7223,8.38253,2
10.296,7.436,25.7223,8.38253,2
8.58,8.294,25.7223,8.38253,2
3.432,6.578,2.8785,4.07635,2
5.148,6.578,2.8785,4.07635,0
3.432,4.862,2.8785,4.07635,2
2.002,2.86,25.5459,132.766,2
3.718,2.86,25.5459,132.766,2
2.002,4.576,25.5459,132.766,2
0.286,3.718,25.5459,132.766,2
7.15,8.008,25.5459,132.766,2
0.286,5.434,25.5459,132.766,2
2.002,6.292,25.5459,132.766,2
2.002,8.008,25.5459,132.766,2
6.292,9.724,25.5459,132.766,2
7.15,4.576,25.5459,132.766,2
8.866,7.15,25.5459,132.766,2
4.576,9.724,25.5459,132.766,2
7.15,6.292,25.5459,132.766,0
5.434,2.86,28.8093,78.7147,0
2.002,2.86,28.8093,78.7147,2
3.718,2.86,28.8093,78.7147,2
2.002,4.576,28.8093,78.7147,2
0.286,3.718,28.8093,78.7147,2
7.15,8.008,28.8093,78.7147,2
0.286,5.434,28.8093,78.7147,2
2.002,6.292,28.8093,78.7147,2
2.002,8.008,28.8093,78.7147,2
6.292,9.724,28.8093,78.7147,2
7.15,4.576,20.739,36.8565,0
4.576,9.724,20.739,36.8565,2
8.866,3.718,20.739,36.8565,2
8.866,5.434,20.739,36.8565,2
5.434,8.008,20.739,36.8565,2
2.288,2.86,26.0751,71.2212,2
4.004,2.86,26.0751,71.2212,2
2.288,4.576,26.0751,71.2212,2
0.572,3.718,26.0751,71.2212,2
7.436,8.008,26.0751,71.2212,2
0.572,5.434,26.0751,71.2212,2
2.288,6.292,26.0751,71.2212,2
2.288,8.008,26.0751,71.2212,2
7.436,4.576,26.0751,71.2212,0
9.152,7.15,26.0751,71.2212,2
5.72,2.86,28.9416,67.1147,0
2.288,2.86,28.9416,67.1147,2
4.004,2.86,28.9416,67.1147,2
2.288,4.576,28.9416,67.1147,2
0.572,3.718,28.9416,67.1147,2
7.436,8.008,28.9416,67.1147,2
0.572,5.434,28.9416,67.1147,2
2.288,6.292,28.9416,67.1147,2
2.288,8.008,28.9416,67.1147,2
6.578,9.724,28.9416,67.1147,2
9.152,5.434,13.7712,86.7404,2
9.152,7.15,13.7712,86.7404,2
5.72,8.008,13.7712,86.7404,0
9.152,3.718,13.7712,86.7404,2
3.146,9.724,13.7712,86.7404,2
7.436,4.576,20.6508,37.8181,0
4.862,9.724,20.6508,37.8181,2
9.152,3.718,20.6508,37.8181,2
9.152,5.434,20.6508,37.8181,2
5.72,8.008,20.6508,37.8181,2
2.288,6.292,7.4649,6.97334,0
2.574,2.86,26.913,50.6157,2
4.29,2.86,26.913,50.6157,2
2.574,4.576,26.913,50.6157,2
0.858,3.718,26.913,50.6157,2
7.722,8.008,26.913,50.6157,2
0.858,5.434,26.913,50.6157,2
2.574,6.292,26.913,50.6157,2
2.574,8.008,26.913,50.6157,2
6.864,9.724,26.913,50.6157,2
7.722,4.576,26.913,50.6157,0
9.438,7.15,26.913,50.6157,2
6.006,2.86,29.118,43.2976,0
2.574,2.86,29.118,43.2976,2
4.29,2.86,29.118,43.2976,2
2.574,4.576,29.118,43.2976,2
0.858,3.718,29.118,43.2976,2
7.722,8.008,29.118,43.2976,2
0.858,5.434,29.118,43.2976,2
7.722,4.576,20.0334,45.6987,2
5.148,9.724,20.0334,45.6987,2
9.438,3.718,20.0334,45.6987,2
9.438,5.434,20.0334,45.6987,2
6.006,8.008,20.0334,45.6987,0
2.574,6.292,5.4804,17.5876,2
7.722,2.86,5.4804,17.5876,2
4.29,6.292,5.4804,17.5876,0
2.574,2.86,24.8844,35.6711,2
2.574,4.576,24.8844,35.6711,2
0.858,5.434,24.8844,35.6711,2
2.574,6.292,24.8844,35.6711,2
2.574,8.008,24.8844,35.6711,2
7.722,4.576,24.8844,35.6711,2
9.438,7.15,24.8844,35.6711,2
7.722,8.008,24.8844,35.6711,2
0.858,3.718,24.8844,35.6711,2
5.148,9.724,24.8844,35.6711,2
7.722,6.292,24.8844,35.6711,0
9.438,3.718,24.8844,35.6711,2
8.008,4.576,23.0322,96.8345,2
9.724,7.15,23.0322,96.8345,2
8.008,8.008,23.0322,96.8345,2
5.434,9.724,23.0322,96.8345,2
8.008,6.292,23.0322,96.8345,0
9.724,3.718,23.0322,96.8345,2
9.724,5.434,23.0322,96.8345,2
9.724,5.434,13.2861,47.501,2
9.724,7.15,13.2861,47.501,2
6.292,8.008,13.2861,47.501,0
9.724,3.718,13.2861,47.501,2
3.718,9.724,13.2861,47.501,2
2.86,6.292,2.2611,26.7564,2
4.576,6.292,2.2611,26.7564,0
2.86,4.576,2.2611,26.7564,2
9.724,5.434,18.2253,68.4815,2
6.292,6.292,18.2253,68.4815,0
1.144,7.15,18.2253,68.4815,2
6.292,2.86,29.118,12.9367,2
2.86,2.86,29.118,12.9367,2
4.576,2.86,29.118,12.9367,2
2.86,4.576,29.118,12.9367,0
1.144,3.718,29.118,12.9367,2
8.008,8.008,29.118,12.9367,2
8.294,4.576,19.0191,284.05,2
5.72,9.724,19.0191,284.05,2
10.01,3.718,19.0191,284.05,2
10.01,5.434,19.0191,284.05,2
6.578,8.008,19.0191,284.05,2
6.578,6.292,19.0191,284.05,0
3.146,4.576,-17.7603,32.5503,0
3.146,2.86,-17.7603,32.5503,2
10.01,5.434,15.0942,4.04611,2
1.43,7.15,15.0942,4.04611,2
10.01,7.15,15.0942,4.04611,2
6.578,8.008,15.0942,4.04611,0
8.58,4.576,19.857,111.749,2
6.006,9.724,19.857,111.749,2
10.296,3.718,19.857,111.749,2
10.296,5.434,19.857,111.749,2
6.864,8.008,19.857,111.749,0
3.432,2.86,25.4577,56.5972,2
3.432,4.576,25.4577,56.5972,2
1.716,5.434,25.4577,56.5972,2
3.432,6.292,25.4577,56.5972,0
3.432,8.008,25.4577,56.5972,2
8.58,4.576,25.4577,56.5972,2
10.296,7.15,25.4577,56.5972,2
8.58,8.008,25.4577,56.5972,2
1.716,3.718,25.4577,56.5972,2
6.006,9.724,25.4577,56.5972,2
8.58,6.292,25.4577,56.5972,2
4.29,9.724,10.5519,17.5211,0
3.432,2.86,26.6925,10.838,2
5.148,2.86,26.6925,10.838,2
3.432,4.576,26.6925,10.838,2
1.716,3.718,26.6925,10.838,2
8.58,8.008,26.6925,10.838,2
1.716,5.434,26.6925,10.838,2
3.432,6.292,26.6925,10.838,0
3.432,8.008,26.6925,10.838,2
7.722,9.724,26.6925,10.838,2
8.58,4.576,26.6925,10.838,2
10.296,7.15,26.6925,10.838,2
7.15,4.29,19.9893,75.6847,2
4.576,9.438,19.9893,75.6847,2
8.866,3.432,19.9893,75.6847,2
8.866,5.148,19.9893,75.6847,2
5.434,7.722,19.9893,75.6847,0
3.718,6.006,-33.6804,11.2553,0
7.436,4.29,19.9452,63.5947,2
4.862,9.438,19.9452,63.5947,2
9.152,3.432,19.9452,63.5947,2
9.152,5.148,19.9452,63.5947,2
5.72,7.722,19.9452,63.5947,0
2.288,2.574,26.0751,43.8903,2
4.004,2.574,26.0751,43.8903,2
2.288,4.29,26.0751,43.8903,2
0.572,3.432,26.0751,43.8903,2
7.436,7.722,26.0751,43.8903,2
0.572,5.148,26.0751,43.8903,2
2.288,6.006,26.0751,43.8903,2
2.288,7.722,26.0751,43.8903,2
7.436,4.29,26.0751,43.8903,0
9.152,6.864,26.0751,43.8903,2
2.288,2.574,24.6639,8.56397,2
2.288,4.29,24.6639,8.56397,2
0.572,5.148,24.6639,8.56397,2
2.288,6.006,24.6639,8.56397,2
2.288,7.722,24.6639,8.56397,2
7.436,4.29,24.6639,8.56397,2
9.152,6.864,24.6639,8.56397,2
7.436,7.722,24.6639,8.56397,2
0.572,3.432,24.6639,8.56397,2
4.862,9.438,24.6639,8.56397,2
7.436,6.006,24.6639,8.56397,0
7.722,4.29,22.8558,300.18,2
9.438,6.864,22.8558,300.18,2
7.722,7.722,22.8558,300.18,2
5.148,9.438,22.8558,300.18,2
7.722,6.006,22.8558,300.18,2
9.438,3.432,22.8558,300.18,2
9.438,5.148,22.8558,300.18,2
6.006,7.722,22.8558,300.18,0
3.432,9.438,10.3314,84.291,0
7.722,4.29,20.5626,86.565,2
5.148,9.438,20.5626,86.565,2
9.438,3.432,20.5626,86.565,2
9.438,5.148,20.5626,86.565,2
6.006,7.722,20.5626,86.565,0
2.574,2.574,24.7962,17.3638,2
2.574,4.29,24.7962,17.3638,2
0.858,5.148,24.7962,17.3638,2
2.574,6.006,24.7962,17.3638,2
2.574,7.722,24.7962,17.3638,2
7.722,4.29,24.7962,17.3638,2
9.438,6.864,24.7962,17.3638,2
7.722,7.722,24.7962,17.3638,2
0.858,3.432,24.7962,17.3638,2
5.148,9.438,24.7962,17.3638,2
7.722,6.006,24.7962,17.3638,0
2.574,2.574,26.9571,11.8299,2
4.29,2.574,26.9571,11.8299,2
2.574,4.29,26.9571,11.8299,2
0.858,3.432,26.9571,11.8299,2
7.722,7.722,26.9571,11.8299,2
0.858,5.148,26.9571,11.8299,2
2.574,6.006,26.9571,11.8299,2
2.574,7.722,26.9571,11.8299,2
6.864,9.438,26.9571,11.8299,2
7.722,4.29,26.9571,11.8299,0
9.438,6.864,26.9571,11.8299,2
8.008,4.29,23.0763,306.573,2
9.724,6.864,23.0763,306.573,2
8.008,7.722,23.0763,306.573,2
5.434,9.438,23.0763,306.573,2
8.008,6.006,23.0763,306.573,2
9.724,3.432,23.0763,306.573,2
9.724,5.148,23.0763,306.573,2
6.292,7.722,23.0763,306.573,0
2.86,2.574,26.9571,59.978,2
4.576,2.574,26.9571,59.978,2
2.86,4.29,26.9571,59.978,2
1.144,3.432,26.9571,59.978,2
8.008,7.722,26.9571,59.978,2
1.144,5.148,26.9571,59.978,2
2.86,6.006,26.9571,59.978,0
2.86,7.722,26.9571,59.978,2
7.15,9.438,26.9571,59.978,2
8.008,4.29,26.9571,59.978,2
9.724,6.864,26.9571,59.978,2
9.724,5.148,13.1979,82.8697,2
9.724,6.864,13.1979,82.8697,2
6.292,7.722,13.1979,82.8697,0
9.724,3.432,13.1979,82.8697,2
3.718,9.438,13.1979,82.8697,2
2.86,6.006,2.217,38.5016,2
4.576,6.006,2.217,38.5016,0
2.86,4.29,2.217,38.5016,2
6.292,2.574,29.2503,25.3653,2
2.86,2.574,29.2503,25.3653,2
4.576,2.574,29.2503,25.3653,2
2.86,4.29,29.2503,25.3653,0
1.144,3.432,29.2503,25.3653,2
8.008,7.722,29.2503,25.3653,2
1.144,5.148,29.2503,25.3653,2
3.718,9.438,10.7724,22.3111,0
8.008,4.29,20.4303,21.93,2
5.434,9.438,20.4303,21.93,2
9.724,3.432,20.4303,21.93,2
9.724,5.148,20.4303,21.93,2
6.292,7.722,20.4303,21.93,0
6.578,7.722,11.037,94.0645,0
4.004,9.438,11.037,94.0645,2
10.01,5.148,15.2265,119.496,2
6.578,6.006,15.2265,119.496,0
1.43,6.864,15.2265,119.496,2
10.01,6.864,15.2265,119.496,2
6.578,7.722,15.2265,119.496,2
10.01,3.432,15.2265,119.496,2
4.004,9.438,15.2265,119.496,2
6.578,2.574,29.3826,44.0052,2
3.146,2.574,29.3826,44.0052,2
4.862,2.574,29.3826,44.0052,2
3.146,4.29,29.3826,44.0052,0
1.43,3.432,29.3826,44.0052,2
8.294,7.722,29.3826,44.0052,2
3.146,4.29,-17.8926,35.5501,0
3.146,2.574,-17.8926,35.5501,2
8.294,4.29,20.6508,37.3585,2
5.72,9.438,20.6508,37.3585,2
10.01,3.432,20.6508,37.3585,2
10.01,5.148,20.6508,37.3585,2
6.578,7.722,20.6508,37.3585,0
6.864,2.574,29.559,56.706,2
3.432,2.574,29.559,56.706,2
5.148,2.574,29.559,56.706,2
3.432,4.29,29.559,56.706,0
1.716,3.432,29.559,56.706,2
3.432,6.006,3.8487,113.007,2
5.148,6.006,3.8487,113.007,0
3.432,4.29,3.8487,113.007,2
5.148,6.006,-33.4158,37.4492,0
10.296,5.148,15.2706,9.13853,2
6.864,6.006,15.2706,9.13853,0
1.716,6.864,15.2706,9.13853,2
10.296,6.864,15.2706,9.13853,2
6.864,7.722,15.2706,9.13853,2
3.432,2.574,26.472,7.69306,2
5.148,2.574,26.472,7.69306,2
3.432,4.29,26.472,7.69306,2
1.716,3.432,26.472,7.69306,2
8.58,7.722,26.472,7.69306,2
1.716,5.148,26.472,7.69306,2
3.432,6.006,26.472,7.69306,0
3.432,7.722,26.472,7.69306,2
7.722,9.438,26.472,7.69306,2
8.58,4.29,26.472,7.69306,2
10.296,6.864,26.472,7.69306,2
2.002,2.288,25.4577,48.2147,2
3.718,2.288,25.4577,48.2147,2
2.002,4.004,25.4577,48.2147,2
0.286,3.146,25.4577,48.2147,2
0.286,4.862,25.4577,48.2147,2
2.002,5.72,25.4577,48.2147,2
2.002,7.436,25.4577,48.2147,2
7.15,4.004,25.4577,48.2147,0
8.866,6.578,25.4577,48.2147,2
7.15,7.436,25.4577,48.2147,2
2.002,5.72,4.1574,24.198,2
7.15,2.288,4.1574,24.198,2
3.718,5.72,4.1574,24.198,0
2.002,4.004,4.1574,24.198,2
2.288,2.288,25.9869,112.233,2
4.004,2.288,25.9869,112.233,2
2.288,4.004,25.9869,112.233,2
0.572,3.146,25.9869,112.233,2
7.436,7.436,25.9869,112.233,2
0.572,4.862,25.9869,112.233,2
2.288,5.72,25.9869,112.233,2
2.288,7.436,25.9869,112.233,2
7.436,4.004,25.9869,112.233,2
9.152,6.578,25.9869,112.233,2
4.862,9.152,25.9869,112.233,2
7.436,5.72,25.9869,112.233,0
7.722,4.004,21.7533,64.7741,2
5.148,9.152,21.7533,64.7741,2
7.722,5.72,21.7533,64.7741,2
9.438,3.146,21.7533,64.7741,2
9.438,4.862,21.7533,64.7741,2
6.006,7.436,21.7533,64.7741,0
3.432,9.152,10.0668,51.027,0
6.006,2.288,27.5745,30.4456,2
2.574,2.288,27.5745,30.4456,2
4.29,2.288,27.5745,30.4456,2
2.574,4.004,27.5745,30.4456,2
0.858,3.146,27.5745,30.4456,2
7.722,7.436,27.5745,30.4456,2
0.858,4.862,27.5745,30.4456,2
2.574,5.72,27.5745,30.4456,0
2.574,7.436,27.5745,30.4456,2
6.864,9.152,27.5745,30.4456,2
7.722,4.004,27.5745,30.4456,2
2.574,2.288,26.1633,29.3691,2
4.29,2.288,26.1633,29.3691,2
2.574,4.004,26.1633,29.3691,2
0.858,3.146,26.1633,29.3691,2
7.722,7.436,26.1633,29.3691,2
0.858,4.862,26.1633,29.3691,2
